Module	Section	Sample Name	Source
STAR	SummaryLog	Heart_10_CKDL190139952-1a-D705-AK1681_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_10_CKDL190139952-1a-D705-AK1681_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_11_CKDL190139952-1a-D701-AK1682_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_11_CKDL190139952-1a-D701-AK1682_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_12_CKDL190139952-1a-D702-AK1682_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_12_CKDL190139952-1a-D702-AK1682_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_13_CKDL190139952-1a-DY0088-AK1682_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_13_CKDL190139952-1a-DY0088-AK1682_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_14_CKDL190139952-1a-D704-AK1682_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_14_CKDL190139952-1a-D704-AK1682_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_15_CKDL190139952-1a-D705-AK1682_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_15_CKDL190139952-1a-D705-AK1682_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_16_CKDL190139952-1a-D701-AK1780_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_16_CKDL190139952-1a-D701-AK1780_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_17_CKDL190139952-1a-D702-AK1780_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_17_CKDL190139952-1a-D702-AK1780_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_18_CKDL190139952-1a-DY0088-AK1780_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_18_CKDL190139952-1a-DY0088-AK1780_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_19_CKDL190139952-1a-D704-AK1780_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_19_CKDL190139952-1a-D704-AK1780_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_1_CKDL190139952-1a-D701-AK1680_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_1_CKDL190139952-1a-D701-AK1680_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_20_CKDL190139952-1a-D705-AK1780_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_20_CKDL190139952-1a-D705-AK1780_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_2_CKDL190139952-1a-D702-AK1680_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_2_CKDL190139952-1a-D702-AK1680_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_3_CKDL190139952-1a-DY0088-AK1680_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_3_CKDL190139952-1a-DY0088-AK1680_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_4_CKDL190139952-1a-D704-AK1680_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_4_CKDL190139952-1a-D704-AK1680_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_5_CKDL190139952-1a-D705-AK1680_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_5_CKDL190139952-1a-D705-AK1680_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_6_CKDL190139952-1a-D701-AK1681_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_6_CKDL190139952-1a-D701-AK1681_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_7_CKDL190139952-1a-D702-AK1681_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_7_CKDL190139952-1a-D702-AK1681_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_8_CKDL190139952-1a-DY0088-AK1681_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_8_CKDL190139952-1a-DY0088-AK1681_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	Heart_9_CKDL190139952-1a-D704-AK1681_H3WF3BBXX_L4	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/Heart_9_CKDL190139952-1a-D704-AK1681_H3WF3BBXX_L4Log.final.out
STAR	SummaryLog	muscle_10_CKDL190139953-1a-D708-AK1545_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_10_CKDL190139953-1a-D708-AK1545_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_11_CKDL190139953-1a-D709-AK1545_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_11_CKDL190139953-1a-D709-AK1545_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_12_CKDL190139953-1a-D710-AK1545_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_12_CKDL190139953-1a-D710-AK1545_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_13_CKDL190139953-1a-D711-AK1545_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_13_CKDL190139953-1a-D711-AK1545_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_14_CKDL190139953-1a-D712-AK1545_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_14_CKDL190139953-1a-D712-AK1545_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_15_CKDL190139953-1a-D708-AK1546_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_15_CKDL190139953-1a-D708-AK1546_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_16_CKDL190139953-1a-D709-AK1546_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_16_CKDL190139953-1a-D709-AK1546_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_17_CKDL190139953-1a-D710-AK1546_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_17_CKDL190139953-1a-D710-AK1546_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_18_CKDL190139953-1a-D711-AK1546_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_18_CKDL190139953-1a-D711-AK1546_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_19_CKDL190139953-1a-D712-AK1546_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_19_CKDL190139953-1a-D712-AK1546_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_1_CKDL190139953-1a-D708-AK1543_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_1_CKDL190139953-1a-D708-AK1543_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_2_CKDL190139953-1a-D709-AK1543_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_2_CKDL190139953-1a-D709-AK1543_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_3_CKDL190139953-1a-D710-AK1543_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_3_CKDL190139953-1a-D710-AK1543_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_4_CKDL190139953-1a-D711-AK1543_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_4_CKDL190139953-1a-D711-AK1543_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_5_CKDL190139953-1a-D712-AK1543_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_5_CKDL190139953-1a-D712-AK1543_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_6_CKDL190139953-1a-D708-AK1544_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_6_CKDL190139953-1a-D708-AK1544_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_7_CKDL190139953-1a-D710-AK1544_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_7_CKDL190139953-1a-D710-AK1544_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_8_CKDL190139953-1a-D711-AK1544_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_8_CKDL190139953-1a-D711-AK1544_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	muscle_9_CKDL190139953-1a-D712-AK1544_H3WF3BBXX_L5	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/muscle_9_CKDL190139953-1a-D712-AK1544_H3WF3BBXX_L5Log.final.out
STAR	SummaryLog	spleen_10_CKDL190139955-1a-D708-AK1545_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_10_CKDL190139955-1a-D708-AK1545_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_11_CKDL190139955-1a-D709-AK1545_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_11_CKDL190139955-1a-D709-AK1545_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_12_CKDL190139955-1a-D710-AK1545_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_12_CKDL190139955-1a-D710-AK1545_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_13_CKDL190139955-1a-D711-AK1545_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_13_CKDL190139955-1a-D711-AK1545_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_14_CKDL190139955-1a-D712-AK1545_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_14_CKDL190139955-1a-D712-AK1545_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_15_CKDL190139955-1a-D708-AK1546_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_15_CKDL190139955-1a-D708-AK1546_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_16_CKDL190139955-1a-D709-AK1546_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_16_CKDL190139955-1a-D709-AK1546_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_17_CKDL190139955-1a-D710-AK1546_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_17_CKDL190139955-1a-D710-AK1546_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_18_CKDL190139955-1a-D711-AK1546_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_18_CKDL190139955-1a-D711-AK1546_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_19_CKDL190139955-1a-D712-AK1546_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_19_CKDL190139955-1a-D712-AK1546_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_1_CKDL190139955-1a-D708-AK1543_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_1_CKDL190139955-1a-D708-AK1543_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_2_CKDL190139955-1a-D709-AK1543_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_2_CKDL190139955-1a-D709-AK1543_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_3_CKDL190139955-1a-D710-AK1543_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_3_CKDL190139955-1a-D710-AK1543_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_4_CKDL190139955-1a-D711-AK1543_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_4_CKDL190139955-1a-D711-AK1543_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_5_CKDL190139955-1a-D712-AK1543_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_5_CKDL190139955-1a-D712-AK1543_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_6_CKDL190139955-1a-D708-AK1544_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_6_CKDL190139955-1a-D708-AK1544_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_7_CKDL190139955-1a-D709-AK1544_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_7_CKDL190139955-1a-D709-AK1544_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_8_CKDL190139955-1a-D711-AK1544_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_8_CKDL190139955-1a-D711-AK1544_H3WF3BBXX_L7Log.final.out
STAR	SummaryLog	spleen_9_CKDL190139955-1a-D712-AK1544_H3WF3BBXX_L7	/mnt/c/Users/alanx/Downloads/REPORT/STAR_REPORT/spleen_9_CKDL190139955-1a-D712-AK1544_H3WF3BBXX_L7Log.final.out
fastp	all_sections	brain_1_CKDL190139954-1a-D701-AK1680_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_1/fastp.json
fastp	all_sections	brain_10_CKDL190139954-1a-D705-AK1681_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_10/fastp.json
fastp	all_sections	brain_11_CKDL190139954-1a-D701-AK1682_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_11/fastp.json
fastp	all_sections	brain_12_CKDL190139954-1a-D702-AK1682_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_12/fastp.json
fastp	all_sections	brain_13_CKDL190139954-1a-DY0088-AK1682_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_13/fastp.json
fastp	all_sections	brain_14_CKDL190139954-1a-D704-AK1682_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_14/fastp.json
fastp	all_sections	brain_15_CKDL190139954-1a-D705-AK1682_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_15/fastp.json
fastp	all_sections	brain_16_CKDL190139954-1a-D701-AK1780_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_16/fastp.json
fastp	all_sections	brain_17_CKDL190139954-1a-D702-AK1780_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_17/fastp.json
fastp	all_sections	brain_18_CKDL190139954-1a-DY0088-AK1780_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_18/fastp.json
fastp	all_sections	brain_19_CKDL190139954-1a-D704-AK1780_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_19/fastp.json
fastp	all_sections	brain_2_CKDL190139954-1a-D702-AK1680_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_2/fastp.json
fastp	all_sections	brain_20_CKDL190139954-1a-D705-AK1780_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_20/fastp.json
fastp	all_sections	brain_3_CKDL190139954-1a-DY0088-AK1680_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_3/fastp.json
fastp	all_sections	brain_4_CKDL190139954-1a-D704-AK1680_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_4/fastp.json
fastp	all_sections	brain_5_CKDL190139954-1a-D705-AK1680_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_5/fastp.json
fastp	all_sections	brain_6_CKDL190139954-1a-D701-AK1681_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_6/fastp.json
fastp	all_sections	brain_7_CKDL190139954-1a-D702-AK1681_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_7/fastp.json
fastp	all_sections	brain_8_CKDL190139954-1a-DY0088-AK1681_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_8/fastp.json
fastp	all_sections	brain_9_CKDL190139954-1a-D704-AK1681_H3WF3BBXX_L6_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/brain/brain_9/fastp.json
fastp	all_sections	Heart_1_CKDL190139952-1a-D701-AK1680_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_1/fastp.json
fastp	all_sections	Heart_10_CKDL190139952-1a-D705-AK1681_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_10/fastp.json
fastp	all_sections	Heart_11_CKDL190139952-1a-D701-AK1682_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_11/fastp.json
fastp	all_sections	Heart_12_CKDL190139952-1a-D702-AK1682_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_12/fastp.json
fastp	all_sections	Heart_13_CKDL190139952-1a-DY0088-AK1682_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_13/fastp.json
fastp	all_sections	Heart_14_CKDL190139952-1a-D704-AK1682_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_14/fastp.json
fastp	all_sections	Heart_15_CKDL190139952-1a-D705-AK1682_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_15/fastp.json
fastp	all_sections	Heart_16_CKDL190139952-1a-D701-AK1780_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_16/fastp.json
fastp	all_sections	Heart_17_CKDL190139952-1a-D702-AK1780_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_17/fastp.json
fastp	all_sections	Heart_18_CKDL190139952-1a-DY0088-AK1780_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_18/fastp.json
fastp	all_sections	Heart_19_CKDL190139952-1a-D704-AK1780_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_19/fastp.json
fastp	all_sections	Heart_2_CKDL190139952-1a-D702-AK1680_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_2/fastp.json
fastp	all_sections	Heart_20_CKDL190139952-1a-D705-AK1780_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_20/fastp.json
fastp	all_sections	Heart_3_CKDL190139952-1a-DY0088-AK1680_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_3/fastp.json
fastp	all_sections	Heart_4_CKDL190139952-1a-D704-AK1680_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_4/fastp.json
fastp	all_sections	Heart_5_CKDL190139952-1a-D705-AK1680_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_5/fastp.json
fastp	all_sections	Heart_6_CKDL190139952-1a-D701-AK1681_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_6/fastp.json
fastp	all_sections	Heart_7_CKDL190139952-1a-D702-AK1681_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_7/fastp.json
fastp	all_sections	Heart_8_CKDL190139952-1a-DY0088-AK1681_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_8/fastp.json
fastp	all_sections	Heart_9_CKDL190139952-1a-D704-AK1681_H3WF3BBXX_L4_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/heart/Heart_9/fastp.json
fastp	all_sections	muscle_1_CKDL190139953-1a-D708-AK1543_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_1/fastp.json
fastp	all_sections	muscle_10_CKDL190139953-1a-D708-AK1545_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_10/fastp.json
